"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000087783","ACV-0000179489","","0","","Unknown","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000087793","ACV-0000179512","M","65","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087776","ACV-0000179478","M","62","","Not Applicable","Bicycle","Impairment Not Known","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087784","ACV-0000179493","M","0","","Not Applicable","Bicycle","Impairment Not Known","West","Proceeding Straight","Bicycle","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087766","ACV-0000179455","F","43","","Major","Driver","Had Not Been Drinking","East","Crossing Into Opposing Lane","Car","Defective Vehicle Equipment","1","00001","Other Improper Driving"
"CR-0000087781","ACV-0000179486","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087791","ACV-0000179508","","0","","Unknown","Driver","Impairment Not Known","East","Entering Traffic","Car","Unknown","1","Unknown","Unknown"
"CR-0000087790","ACV-0000179506","","0","","Moderate","Parked","Had Not Been Drinking","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087773","ACV-0000179471","M","19","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087771","ACV-0000179465","M","35","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Semi Truck","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087767","ACV-0000179456","F","36","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087789","ACV-0000179504","M","59","","Not Applicable","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","Unknown","1","Unknown","Unknown"
"CR-0000087781","ACV-0000179487","M","41","","Unknown","Driver","Impairment Not Known","North","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087783","ACV-0000179490","F","48","","Minor","Driver","Impairment Not Known","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087779","ACV-0000179482","M","65","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Stop And Go Traffic","1","22350","Speeding"
"CR-0000087774","ACV-0000179473","M","27","","Major","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087787","ACV-0000179499","F","27","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Inattention","1","21453","Run Red Light"
"CR-0000087767","ACV-0000179457","F","72","","Moderate","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087770","ACV-0000179463","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087788","ACV-0000179502","F","22","","Major","Driver","Impairment Not Known","East","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087791","ACV-0000179509","M","18","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087790","ACV-0000179505","M","43","","Moderate","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Under Influence","1","22350","Speeding"
"CR-0000087787","ACV-0000179500","F","52","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087768","ACV-0000179459","F","44","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","Unknown","1","21453","Run Red Light"
"CR-0000087771","ACV-0000179467","M","35","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087780","ACV-0000179484","M","41","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000087786","ACV-0000179497","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087784","ACV-0000179492","M","56","","Not Applicable","Bicycle","Had Not Been Drinking","West","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087773","ACV-0000179470","","0","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Panel Truck","Other Violation","1","22100","Improper Turn"
"CR-0000087769","ACV-0000179462","F","34","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087793","ACV-0000179511","M","31","","Minor","Driver","Impairment Not Known","North","Making U-Turn","Car","None Apparent","1","21801","Yield Left Turn"
"CR-0000087772","ACV-0000179468","F","44","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Unknown","1","21801","Yield Left Turn"
"CR-0000087777","ACV-0000179479","","0","","Unknown","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087782","ACV-0000179488","M","30","","Moderate","Driver","Impairment Not Known","East","Making Left Turn","Car","Unfamiliar With Road","1","22350","Speeding"
"CR-0000087786","ACV-0000179496","F","0","","Major","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087770","ACV-0000179464","F","65","","Minor","Driver","Impairment Not Known","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087805","ACV-0000179537","F","23","","None","Driver","Had Not Been Drinking","North","Making Left Turn","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000087814","ACV-0000179557","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087796","ACV-0000179518","M","27","","None","Driver","Had Not Been Drinking","West","Making Left Turn","Car","Unknown","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000087809","ACV-0000179546","M","25","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087824","ACV-0000179580","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087797","ACV-0000179522","M","56","","Minor","Driver","Had Not Been Drinking","Unknown","Stopped","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087794","ACV-0000179516","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087799","ACV-0000179526","M","40","","Minor","Driver","Not Applicable","South","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087794","ACV-0000179514","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087811","ACV-0000179551","M","58","","Moderate","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087815","ACV-0000179560","M","21","","Moderate","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087798","ACV-0000179524","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087802","ACV-0000179531","M","56","","Moderate","Driver","Had Been Drinking - Not Under Influence","North","Proceeding Straight","Car","Inattention","1","21703","Follow Too Closely"
"CR-0000087807","ACV-0000179542","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087808","ACV-0000179544","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087810","ACV-0000179548","M","42","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087814","ACV-0000179558","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087800","ACV-0000179528","M","0","","Unknown","Driver","Impairment Not Known","North","Making Right Turn","Panel Truck","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087795","ACV-0000179517","M","0","","Minor","Driver","Impairment Not Known","West","Ran Off Road","Car","Other Violation","1","21651","Divided Highway"
"CR-0000087799","ACV-0000179527","F","39","","Minor","Driver","Not Applicable","South","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087821","ACV-0000179571","F","32","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087824","ACV-0000179577","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087808","ACV-0000179545","","0","","Unknown","Driver","Impairment Not Known","Unknown","Other Unsafe Turning","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000087810","ACV-0000179549","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087806","ACV-0000179540","M","43","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087802","ACV-0000179532","F","35","","Moderate","Driver","Had Been Drinking - Not Under Influence","North","Slowing/Stopping","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087812","ACV-0000179552","F","36","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087796","ACV-0000179520","M","11","","Not Applicable","Pedestrian","Not Applicable","West","Proceeding Straight","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087803","ACV-0000179534","F","28","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087814","ACV-0000179556","M","33","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087804","ACV-0000179536","F","64","","Minor","Driver","Impairment Not Known","South","Stopped","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087813","ACV-0000179554","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","21703","Follow Too Closely"
"CR-0000087825","ACV-0000179583","M","39","","Unknown","Driver","Impairment Not Known","East","Making Right Turn","Car","Unknown","1","Unknown","Unknown"
"CR-0000087817","ACV-0000179563","M","25","","Minor","Driver","Had Not Been Drinking","North","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087813","ACV-0000179555","M","44","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087824","ACV-0000179578","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087824","ACV-0000179576","F","27","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","21651","Divided Highway"
"CR-0000087805","ACV-0000179538","M","48","","Not Applicable","Pedestrian","Impairment Not Known","South","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087815","ACV-0000179559","F","51","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087801","ACV-0000179529","","0","","Unknown","Driver","Impairment Not Known","West","Other","Car","Unknown","1","Unknown","Unknown"
"CR-0000087796","ACV-0000179519","M","46","","Not Applicable","Pedestrian","Impairment Not Known","West","Proceeding Straight","Pedestrian","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087824","ACV-0000179581","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087799","ACV-0000179525","M","0","","Minor","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087822","ACV-0000179572","M","37","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087823","ACV-0000179574","M","42","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000087794","ACV-0000179515","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087807","ACV-0000179543","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087801","ACV-0000179530","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","Unknown","1","Unknown","Unknown"
"CR-0000087811","ACV-0000179550","F","40","","Major","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","Inattention","1","21703","Follow Too Closely"
"CR-0000087798","ACV-0000179523","M","48","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087794","ACV-0000179513","M","28","","Moderate","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Under Influence","1","22350","Speeding"
"CR-0000087823","ACV-0000179575","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087819","ACV-0000179567","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087824","ACV-0000179579","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087821","ACV-0000179570","M","41","","Unknown","Driver","Impairment Not Known","South","Backing","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087806","ACV-0000179539","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000087804","ACV-0000179535","F","23","","Moderate","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087818","ACV-0000179565","M","52","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087817","ACV-0000179562","M","37","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","Unknown","1","22350","Speeding"
"CR-0000087825","ACV-0000179582","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087807","ACV-0000179541","M","21","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Unknown","1","22350","Speeding"
"CR-0000087820","ACV-0000179569","F","0","","Moderate","Driver","Impairment Not Known","South","Making Left Turn","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087812","ACV-0000179553","M","39","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Unknown","1","Not Applicable","Not Applicable"
"CR-0000087803","ACV-0000179533","F","53","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000087797","ACV-0000179521","M","17","","Minor","Driver","Had Been Drinking - Under Influence","East","Proceeding Straight","Car","Other Violation","1","23152","Driving Drunk"
"CR-0000087819","ACV-0000179566","","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Unknown","Other Violation","1","21658","Unsafe Lane Change"
"CR-0000087818","ACV-0000179564","F","18","","Moderate","Driver","Had Not Been Drinking","West","Making Right Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087822","ACV-0000179573","M","37","","Minor","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087820","ACV-0000179568","F","22","","Major","Driver","Had Been Drinking - Under Influence","North","Proceeding Straight","Car","None Apparent","1","22450","Fail Stop/Sign"
"CR-0000087809","ACV-0000179547","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087827","ACV-0000179585","","0","","Unknown","Driver","Impairment Not Known","West","Making Right Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000087829","ACV-0000179591","M","65","","Minor","Driver","Had Not Been Drinking","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087827","ACV-0000179586","F","26","","Unknown","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087826","ACV-0000179584","M","55","","Minor","Driver","Impairment Not Known","East","Making Left Turn","Semi Truck","None Apparent","1","22350","Speeding"
"CR-0000087828","ACV-0000179587","M","28","","Moderate","Driver","Had Not Been Drinking","West","Changing Lanes","Car","Inattention","1","22107","Unsafe Turn Movement"
"CR-0000087829","ACV-0000179589","M","67","","Minor","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087830","ACV-0000179592","M","17","","Totaled","Driver","Had Been Drinking - Not Under Influence","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087831","ACV-0000179593","M","30","","Minor","Driver","Had Not Been Drinking","West","Making Right Turn","Car","None Apparent","1","22350","Speeding"
"CR-0000087828","ACV-0000179588","M","83","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087829","ACV-0000179590","M","53","","Minor","Driver","Had Not Been Drinking","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087831","ACV-0000179594","M","49","","Not Applicable","Bicycle","Had Not Been Drinking","West","Stopped","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087833","ACV-0000179597","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087832","ACV-0000179595","F","38","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Vision Obscurement","1","21658","Unsafe Lane Change"
"CR-0000087834","ACV-0000179598","M","30","","Minor","Bicycle","Had Not Been Drinking","West","Proceeding Straight","Bicycle","None Apparent","1","21456","Pedestrian Don't Walk"
"CR-0000087833","ACV-0000179596","","0","","Unknown","Driver","Impairment Not Known","East","Proceeding Straight","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087835","ACV-0000179601","F","0","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087836","ACV-0000179603","M","53","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087837","ACV-0000179605","F","80","","Unknown","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087838","ACV-0000179606","","52","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087838","ACV-0000179607","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087836","ACV-0000179602","M","22","","Moderate","Driver","Had Not Been Drinking","West","Making Right Turn","Panel Truck","Other Violation","1","22350","Speeding"
"CR-0000087837","ACV-0000179604","M","16","","Minor","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087842","ACV-0000179612","M","69","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087845","ACV-0000179617","M","54","","Moderate","Driver","Impairment Not Known","South","Stopped","Semi Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087846","ACV-0000179618","M","71","","None","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000087843","ACV-0000179613","F","34","","Moderate","Driver","Impairment Not Known","North","Traveling Wrong Way","Car","Other Violation","1","22350","Speeding"
"CR-0000087844","ACV-0000179615","M","72","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087846","ACV-0000179620","F","14","","Not Applicable","Bicycle","Impairment Not Known","West","Other (Bike)","Bicycle","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000087834","ACV-0000179599","M","55","","Minor","Driver","Had Not Been Drinking","North","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087835","ACV-0000179600","M","48","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087839","ACV-0000179608","M","35","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087846","ACV-0000179619","F","8","","Not Applicable","Bicycle","Impairment Not Known","West","Other (Bike)","Scooter Motorized","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000087853","ACV-0000179631","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087847","ACV-0000179622","M","52","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087851","ACV-0000179628","M","28","","Minor","Driver","Had Not Been Drinking","East","Making Right Turn","Motorcycle/Moped","Entering/Leaving Ramp","1","00001","Other Improper Driving"
"CR-0000087844","ACV-0000179614","F","56","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087845","ACV-0000179616","M","72","","Major","Driver","Impairment Not Known","South","Making Left Turn","Car","Other","1","22107","Unsafe Turn Movement"
"CR-0000087847","ACV-0000179621","F","34","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087840","ACV-0000179609","M","17","","Major","Driver","Sleepy/Fatigued","West","Other Unsafe Turning","Car","Previous Collision","1","Unknown","Unknown"
"CR-0000087841","ACV-0000179610","F","29","","Major","Driver","Had Not Been Drinking","East","Ran Off Road","Car","Other Violation","1","22350","Speeding"
"CR-0000087841","ACV-0000179611","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087852","ACV-0000179630","F","51","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087853","ACV-0000179632","","0","","Major","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087855","ACV-0000179635","","0","","Unknown","Driver","Impairment Not Known","North","Other Unsafe Turning","Panel Truck","None Apparent","1","Unknown","Unknown"
"CR-0000087854","ACV-0000179633","","0","","Unknown","Driver","Impairment Not Known","East","Merging","Car","Other Violation","1","22106","Unsafe Backing"
"CR-0000087854","ACV-0000179634","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087855","ACV-0000179636","F","35","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087848","ACV-0000179623","M","19","","Unknown","Driver","Had Not Been Drinking","East","Entering Traffic","Car","None Apparent","1","21804","Yield From Driveway/Curb"
"CR-0000087850","ACV-0000179627","M","17","","Minor","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087852","ACV-0000179629","M","30","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087848","ACV-0000179624","M","19","","Unknown","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087849","ACV-0000179625","F","64","","Moderate","Driver","Had Not Been Drinking","South","Ran Off Road","Car","Inattention","1","22107","Unsafe Turn Movement"
"CR-0000087850","ACV-0000179626","F","48","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000087858","ACV-0000179643","M","62","","Minor","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087860","ACV-0000179648","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087861","ACV-0000179649","F","49","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","21703","Follow Too Closely"
"CR-0000087856","ACV-0000179638","","0","","Moderate","Driver","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087857","ACV-0000179640","M","33","","Major","Driver","Had Not Been Drinking","West","Stopped","Car","Entering/Leaving Ramp","1","Unknown","Unknown"
"CR-0000087859","ACV-0000179645","F","20","","Moderate","Driver","Impairment Not Known","South","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087856","ACV-0000179637","","0","","Major","Driver","Impairment Not Known","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087859","ACV-0000179644","M","24","","Major","Driver","Impairment Not Known","South","Making Left Turn","Car","None Apparent","1","Unknown","Unknown"
"CR-0000087860","ACV-0000179646","M","47","","Major","Driver","Had Been Drinking - Under Influence","West","Making Right Turn","Car","Other Violation","1","23152","Driving Drunk"
"CR-0000087856","ACV-0000179639","","0","","Moderate","Driver","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087857","ACV-0000179641","M","29","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087858","ACV-0000179642","M","26","","Major","Driver","Had Been Drinking - Impairment Unknown","South","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000087864","ACV-0000179654","M","59","","Minor","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087864","ACV-0000179655","M","61","","Unknown","Driver","Impairment Not Known","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087865","ACV-0000179656","F","19","","Minor","Driver","Impairment Not Known","North","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000087861","ACV-0000179650","M","43","","Minor","Driver","Had Not Been Drinking","North","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087865","ACV-0000179657","M","49","","Minor","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087866","ACV-0000179658","M","35","","Major","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087860","ACV-0000179647","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000087863","ACV-0000179653","M","44","","Moderate","Driver","Impairment Not Known","North","Proceeding Straight","Motorcycle/Moped","None Apparent","1","22350","Speeding"
"CR-0000087868","ACV-0000179662","","0","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000087862","ACV-0000179651","M","27","","Major","Driver","Impairment Not Known","West","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
