"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"678086","CR-0000087256","0","0","0","0","21-194-4003","False","True","51","7/12/2021 6:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678087","CR-0000087257","1","0","0","0","21-211-4001","False","True","0","7/29/2021 1:15:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678088","CR-0000087258","0","0","0","0","21-210-4001","False","True","0","7/29/2021 2:05:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678089","CR-0000087259","0","0","0","0","21-210-4000","False","True","","7/27/2021 4:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678090","CR-0000087260","0","0","0","0","21-209-4002","False","True","","7/25/2021 4:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678091","CR-0000087261","0","0","0","0","21-210-4002","False","True","51","7/29/2021 2:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678092","CR-0000087262","0","0","0","0","21-208-4003","False","True","0","7/14/2021 2:45:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678093","CR-0000087263","0","0","0","0","21-209-4001","False","True","0","7/28/2021 10:20:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678094","CR-0000087264","0","0","0","0","21-207-4004","False","True","0","7/22/2021 6:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678095","CR-0000087265","0","0","0","0","21-207-4002","False","True","","7/24/2021 6:00:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Unknown","Other","Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678096","CR-0000087267","0","0","0","0","21-187-9708","False","True","","7/1/2021 3:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678097","CR-0000087268","0","0","0","0","21-183-0791","False","False","220","7/2/2021 6:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678098","CR-0000087269","1","0","0","0","21-183-0832","False","False","0","7/2/2021 7:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678099","CR-0000087270","0","1","0","0","21-184-0345","False","False","51","7/3/2021 10:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678100","CR-0000087271","1","0","0","0","21-184-0588","False","False","205","7/3/2021 4:13:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678101","CR-0000087272","0","0","0","0","21-184-0700","False","False","243","7/3/2021 6:32:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678102","CR-0000087273","0","0","0","0","21-185-0416","False","False","285","7/4/2021 7:00:00 AM","No Pedestrians Involved","Unknown","Unknown","Daylight","Violation Driver 1","Unknown","Unknown","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678103","CR-0000087274","0","1","0","0","21-185-0899","False","False","0","7/4/2021 8:07:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","South","South","At",""
"678104","CR-0000087275","0","0","0","0","21-185-1086","False","False","0","7/4/2021 9:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678105","CR-0000087276","0","0","1","0","21-185-1187","False","False","0","7/4/2021 10:44:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Bike At Fault","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Bike"
"678106","CR-0000087277","1","0","0","0","21-185-1264","False","False","45","7/4/2021 11:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678107","CR-0000087278","0","0","0","0","21-186-0157","False","False","0","7/5/2021 2:45:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678108","CR-0000087279","0","0","0","0","21-186-0136","False","False","0","7/5/2021 2:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Other","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678109","CR-0000087280","0","0","1","0","21-186-0602","False","False","82","7/5/2021 1:19:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678110","CR-0000087281","0","0","0","0","21-186-0587","False","False","51","7/5/2021 4:55:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678111","CR-0000087282","2","0","0","0","21-186-1079","False","False","87","7/5/2021 10:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678112","CR-0000087284","0","0","0","1","21-211-0695","True","False","107","7/30/2021 5:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Tree"
"678113","CR-0000087283","0","0","0","1","21-214-1063","False","False","0","8/2/2021 11:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light Not Functioning","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","Not Applicable","Not Applicable","At","The streetlight at NE corner not functioning. Delayed Fatal 08/03/2021"
"678114","CR-0000087285","1","0","0","0","21-097-9702","False","False","","4/6/2021 4:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678115","CR-0000087286","0","0","0","0","21-101-0968","True","False","86","4/11/2021 11:47:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Street light"
"678116","CR-0000087287","1","0","0","0","21-102-9710","False","False","","4/12/2021 6:00:00 AM","No Pedestrians Involved","Dry","Unknown","Dusk - Dawn","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678117","CR-0000087288","2","0","0","0","21-108-0681","False","False","54","4/18/2021 4:54:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678118","CR-0000087290","0","0","0","0","21-208-9702","False","False","51","5/29/2021 9:00:00 AM","No Pedestrians Involved","Dry","Unknown","Daylight","Unknown","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678119","CR-0000087292","0","0","0","0","21-175-0199","False","False","0","6/24/2021 8:12:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Other Improper Driving","Controls Not Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"678120","CR-0000087293","2","0","0","0","21-175-0902","False","False","0","6/24/2021 8:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678121","CR-0000087294","1","0","0","0","21-175-0145","True","False","602","6/24/2021 6:10:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of",""
"678122","CR-0000087295","0","0","0","0","21-176-1043","False","False","30","6/25/2021 10:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678123","CR-0000087296","0","0","0","0","21-177-0173","False","False","0","6/26/2021 4:16:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678124","CR-0000087297","0","0","0","0","21-179-1032","False","False","63","6/28/2021 9:46:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678125","CR-0000087298","0","0","0","0","21-180-0873","False","False","284","6/29/2021 7:28:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","PG&E pole"
"678126","CR-0000087299","0","0","0","1","21-213-0043","False","False","142","8/1/2021 12:43:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","East","West","North Of","Hit and Run. Ped crawling NW direction on NB lanes"
"678127","CR-0000087300","0","0","0","1","21-204-0061","False","False","196","7/23/2021 1:39:00 AM","Crossing In Crosswalk - Not At Intersection","Dry","No Unusual Conditions","Dark - Street Light Not Functioning","Unknown","No Controls Present/Factor","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","North","South","East Of","Hit & Run"
"678128","CR-0000087301","0","0","0","1","21-219-0506","True","False","27","8/7/2021 11:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","West Of","Sidewalk curb"
"678129","CR-0000087302","0","0","0","1","21-201-1017","False","False","70","7/20/2021 11:24:00 PM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Dark - Street Light","Pedestrian At Fault","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","East","West","North Of",""
"678130","CR-0000087303","0","0","0","0","21-191-1123","False","True","51","7/10/2021 11:10:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Unknown","Unknown","Unknown",""
"678131","CR-0000087304","0","1","0","0","21-192-0403","False","False","171","7/11/2021 11:00:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Bike At Fault","Controls Functioning","Clear","Rear End","Non-Related","Bike","West","West","East Of","Bike"
"678132","CR-0000087305","0","0","0","0","21-194-9711","False","True","51","7/12/2021 1:51:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678133","CR-0000087306","0","0","0","0","21-197-9706","False","True","0","7/12/2021 4:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678134","CR-0000087308","0","0","0","0","21-193-0523","True","False","0","7/12/2021 2:07:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","Police Vehicle"
"678135","CR-0000087309","0","0","0","0","21-193-0567","True","False","0","7/12/2021 3:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","Traffic Signal"
"678136","CR-0000087310","0","0","0","0","21-194-9710","False","True","51","7/13/2021 5:30:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678137","CR-0000087311","0","0","0","0","21-194-0619","False","False","0","7/13/2021 2:41:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","South","South","At","PED"
"678138","CR-0000087312","0","1","0","0","21-194-0845","False","False","193","7/13/2021 6:30:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Vehicle/Bike","Non-Related","Bike","North","North","South Of","Bike"
"678139","CR-0000087313","1","0","0","0","21-194-0891","False","False","110","7/13/2021 7:09:00 PM","No Pedestrians Involved","Dry","Unknown","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678140","CR-0000087314","0","0","0","0","21-195-0108","False","False","81","7/14/2021 3:44:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678141","CR-0000087315","0","0","0","0","21-196-9710","False","True","","7/15/2021 1:30:00 PM","No Pedestrians Involved","Unknown","Unknown","Daylight","Unknown","Unknown","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678142","CR-0000087316","0","0","0","0","21-195-0331","False","False","225","7/14/2021 9:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678143","CR-0000087317","0","0","0","0","21-196-0021","False","True","0","7/14/2021 11:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678144","CR-0000087318","0","0","0","0","21-200-9702","False","True","51","7/15/2021 2:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678145","CR-0000087319","0","0","0","0","21-197-0715","False","False","660","7/16/2021 6:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678146","CR-0000087320","0","1","0","0","21-198-0016","True","False","132","7/17/2021 12:13:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of","Tree/Sign"
"678147","CR-0000087321","0","0","0","0","21-198-0078","False","True","","7/17/2021 1:25:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","Unknown",""
"678148","CR-0000087322","0","0","0","0","21-198-9706","False","True","0","7/17/2021 12:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678149","CR-0000087323","1","0","0","0","21-198-0880","False","False","","7/17/2021 9:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678150","CR-0000087324","0","1","0","0","21-198-1070","False","False","130","7/17/2021 11:48:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678151","CR-0000087325","0","0","0","0","21-199-0129","False","False","60","7/18/2021 2:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678152","CR-0000087326","0","1","0","0","21-199-0753","True","False","106","7/18/2021 7:04:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","Curb"
"678153","CR-0000087327","3","2","0","0","21-199-0808","False","False","39","7/18/2021 7:59:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678154","CR-0000087328","0","0","0","0","21-199-0811","False","False","0","7/18/2021 8:03:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Unknown","Not Applicable","Not Applicable","At",""
"678155","CR-0000087329","1","0","0","0","21-200-0687","False","False","0","7/19/2021 5:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678156","CR-0000087330","0","0","0","0","21-201-9704","False","True","","7/19/2021 5:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"678157","CR-0000087331","0","0","0","0","21-216-0993","True","False","64","8/4/2021 11:50:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","North Of","Curb, wall"
"678158","CR-0000087332","0","0","0","0","21-217-1039","False","False","0","8/5/2021 11:26:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Unknown","Clear","Rear End","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"678159","CR-0000087333","0","0","0","1","21-216-0652","False","False","606","8/4/2021 4:58:00 PM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Non-Related","Pedestrian","West","East","North Of","Delayed fatal 08/18/2021. Hit&Run"
"678160","CR-0000087334","0","0","0","0","21-201-0018","False","False","188","7/20/2021 12:18:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678161","CR-0000087335","0","0","0","0","21-201-0093","False","False","144","7/20/2021 4:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678162","CR-0000087336","0","0","0","0","21-202-9709","False","True","51","7/20/2021 12:49:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","No Controls Present/Factor","Clear","Broadside","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"678163","CR-0000087337","0","0","0","0","21-201-0886","False","False","254","7/20/2021 8:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678164","CR-0000087338","0","0","0","0","21-202-0091","False","False","51","7/21/2021 2:59:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Overturned","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678165","CR-0000087339","0","0","0","0","21-204-9705","False","True","51","7/21/2021 7:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Unknown","No Controls Present/Factor","Clear","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678166","CR-0000087340","0","1","0","0","21-202-0438","False","False","237","7/21/2021 12:10:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678167","CR-0000087341","0","0","0","0","21-203-9707","False","True","51","7/22/2021 5:30:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Other","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"678168","CR-0000087342","0","0","0","0","21-204-0081","False","False","2402","7/23/2021 2:21:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","East Of",""
"678169","CR-0000087343","0","1","0","0","21-204-0085","False","False","88","7/23/2021 2:32:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","West Of",""
"678170","CR-0000087344","0","0","0","0","21-204-0981","False","False","70","7/23/2021 10:19:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"678171","CR-0000087345","0","0","0","0","21-205-0178","True","False","0","7/24/2021 4:04:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Signal Pole"
"678172","CR-0000087346","0","0","0","0","21-205-1017","False","False","72","7/24/2021 11:15:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"678173","CR-0000087347","0","0","0","0","21-206-0156","False","False","141","7/25/2021 3:43:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678174","CR-0000087348","0","0","0","0","21-206-0714","False","False","0","7/25/2021 6:42:00 PM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678175","CR-0000087349","1","2","0","0","21-183-1064","False","False","50","7/2/2021 10:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"678176","CR-0000087350","0","0","0","0","21-185-0341","False","False","0","7/4/2021 9:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Other Than Driver","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Sign"
"678177","CR-0000087351","0","0","0","0","21-187-0789","False","False","60","7/6/2021 4:25:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678178","CR-0000087352","0","1","0","0","21-188-0550","True","False","138","7/7/2021 4:24:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Non-Related","Fixed Object","Not Applicable","Not Applicable","South Of","Street Sign"
"678179","CR-0000087353","1","0","0","0","21-188-0191","False","False","21","7/7/2021 5:42:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Unknown","Clear","Rear End","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"678180","CR-0000087354","2","1","0","0","21-188-1141","False","False","0","7/7/2021 10:38:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678181","CR-0000087355","1","0","0","0","21-189-0372","False","False","120","7/8/2021 11:15:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"678182","CR-0000087356","1","0","0","0","21-192-0346","False","False","0","7/11/2021 9:38:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"678183","CR-0000087358","0","0","0","1","21-226-0886","False","False","0","8/14/2021 9:01:00 PM","Crossing In Crosswalk - At Intersection","Dry","No Unusual Conditions","Dark - Street Light","Unknown","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Pedestrian","East","West","At","Hit and Run"
